date,volume,open,high,low,close,adj close
2023-12-28,113157100,263.6600036621094,265.1300048828125,252.7100067138672,253.17999267578125,253.17999267578125
2023-12-27,106494400,258.3500061035156,263.3399963378906,257.5199890136719,261.44000244140625,261.44000244140625
2023-12-26,86892400,254.4900054931641,257.9700012207031,252.91000366210932,256.6099853515625,256.6099853515625
2023-12-22,93249800,256.760009765625,258.2200012207031,251.3699951171875,252.5399932861328,252.5399932861328
2023-12-21,109594200,251.8999938964844,254.8000030517578,248.5500030517578,254.5,254.5
2023-12-20,125097000,256.4100036621094,259.8399963378906,247.0,247.13999938964844,247.13999938964844
2023-12-19,106737400,253.47999572753903,258.3399963378906,253.009994506836,257.2200012207031,257.2200012207031
2023-12-18,116416500,253.77999877929688,258.739990234375,251.3600006103516,252.0800018310547,252.0800018310547
2023-12-15,135720800,251.2100067138672,254.1300048828125,248.3000030517578,253.5,253.5
2023-12-14,160829200,241.22000122070312,253.8800048828125,240.7899932861328,251.0500030517578,251.0500030517578
2023-12-13,146286300,234.19000244140625,240.3000030517578,228.1999969482422,239.2899932861328,239.2899932861328
2023-12-12,95328300,238.5500030517578,238.9900054931641,233.8699951171875,237.009994506836,237.009994506836
2023-12-11,97913900,242.7400054931641,243.44000244140625,237.4499969482422,239.7400054931641,239.7400054931641
2023-12-08,102980100,240.2700042724609,245.2700042724609,239.2700042724609,243.83999633789065,243.83999633789065
2023-12-07,107142300,241.5500030517578,244.0800018310547,236.97999572753903,242.63999938964844,242.63999938964844
2023-12-06,126436200,242.9199981689453,246.57000732421875,239.1699981689453,239.3699951171875,239.3699951171875
2023-12-05,137971100,233.8699951171875,246.66000366210932,233.6999969482422,238.72000122070312,238.72000122070312
2023-12-04,104099800,235.75,239.3699951171875,233.2899932861328,235.5800018310547,235.5800018310547
2023-12-01,121173500,233.13999938964844,240.19000244140625,231.8999938964844,238.8300018310547,238.8300018310547
2023-11-30,132353200,245.13999938964844,245.22000122070312,236.91000366210932,240.0800018310547,240.0800018310547
2023-11-29,135401300,249.2100067138672,252.75,242.759994506836,244.13999938964844,244.13999938964844
2023-11-28,148549900,236.67999267578125,247.0,234.009994506836,246.72000122070312,246.72000122070312
2023-11-27,112031800,236.88999938964844,238.3300018310547,232.1000061035156,236.0800018310547,236.0800018310547
2023-11-24,65125200,233.75,238.75,232.3300018310547,235.4499969482422,235.4499969482422
2023-11-22,117950600,242.0399932861328,244.009994506836,231.3999938964844,234.2100067138672,234.2100067138672
2023-11-21,122288000,235.0399932861328,243.6199951171875,233.33999633789065,241.1999969482422,241.1999969482422
2023-11-20,116320100,234.0399932861328,237.1000061035156,231.0200042724609,235.6000061035156,235.6000061035156
2023-11-17,142532800,232.0,237.38999938964844,226.5399932861328,234.3000030517578,234.3000030517578
2023-11-16,136816800,239.4900054931641,240.8800048828125,230.9600067138672,233.58999633789065,233.58999633789065
